#mH    mA      mC       tb     cba       m122    wh          wH         wA          wC           N    SigmaxBR[fb]     DIRECTORY
525.09  816.2776  816.2776  1.5  0  127255.1575846154  0.00435072325  6.64787307  48.4425247  48.0797944  2  0.029604699532203523  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_816.2776_mC_816.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  816.2776  816.2776  1.5  0  152643.92681538465  0.00435081988  8.34503947  35.8345758  35.3433907  2  0.02021515128587052  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_816.2776_mC_816.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  816.2776  816.2776  1.5  0  180340.38835384618  0.00435092571  9.93101668  26.3805325  25.7159372  2  0.011729550890393257  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_816.2776_mC_816.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  816.2776  816.2776  1.5  0  210344.54220000003  0.00435104084  11.4228795  20.3505477  19.4447472  2  0.00412557279599498  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_816.2776_mC_816.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  816.2776  816.2776  1.5  0  242656.3883538462  0.0043511654  12.8360331  17.8678201  16.50391  2  2.083637315717602e-05  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_816.2776_mC_816.2776_tb_1.5_cba_0_m122_242656.3883538462
125.09  866.2776  866.2776  1.5  0  7221.926815384616  0.00435027019  0.00679846741  212.183103  212.145298  2  9.045041896771309  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  866.2776  866.2776  1.5  0  14149.157584615386  0.00435029314  0.0092085955  200.170764  200.130309  2  8.736768184626868  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  866.2776  866.2776  1.5  0  23384.08066153846  0.00435032378  0.011739868  184.927731  184.881692  2  8.327385897610496  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  866.2776  866.2776  1.5  0  34926.696046153855  0.00435036212  0.0146252082  167.080457  167.024126  2  7.775708542645732  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  866.2776  866.2776  1.5  0  48777.00373846155  0.0043504082  0.019901618  147.369362  147.295799  2  6.439850452896142  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  866.2776  866.2776  1.5  0  64935.00373846156  0.00435046207  0.931634872  126.620481  126.520027  2  0.15101496731073008  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  866.2776  866.2776  1.5  0  83400.69604615387  0.00435052378  2.88380354  105.71147  105.571229  2  0.052217704613391626  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  866.2776  866.2776  1.5  0  104174.08066153848  0.00435059337  4.82527242  85.5319982  85.3352539  2  0.032459456539432  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  866.2776  866.2776  1.5  0  127255.1575846154  0.00435067092  6.64787307  66.9386172  66.6641245  2  0.023582723295602615  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  866.2776  866.2776  1.5  0  152643.92681538465  0.0043507565  8.34503947  50.7042907  50.3252935  2  0.01770833397312062  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  866.2776  866.2776  1.5  0  180340.38835384618  0.00435085018  9.93101668  37.4631446  36.9457377  2  0.012595703133527486  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  866.2776  866.2776  1.5  0  210344.54220000003  0.00435095205  11.4228795  27.6524101  26.9519602  2  0.007449454529039504  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  866.2776  866.2776  1.5  0  242656.3883538462  0.00435106219  12.8360331  21.4613895  20.5109091  2  0.0026363595844502937  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  866.2776  866.2776  1.5  0  277275.92681538465  0.00435118072  14.1833422  18.9359366  17.5189096  2  1.3336120269872978e-05  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_866.2776_mC_866.2776_tb_1.5_cba_0_m122_277275.92681538465
125.09  916.2776  916.2776  1.5  0  7221.926815384616  0.00435026928  0.00679846741  251.143846  251.147086  2  6.507593952697785  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  916.2776  916.2776  1.5  0  14149.157584615386  0.00435028978  0.0092085955  238.349917  238.350926  2  6.293635509371544  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  916.2776  916.2776  1.5  0  23384.08066153846  0.00435031715  0.011739868  222.025359  222.021668  2  6.010119706149241  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  916.2776  916.2776  1.5  0  34926.696046153855  0.0043503514  0.0146252082  202.768005  202.755659  2  5.627806562537964  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  916.2776  916.2776  1.5  0  48777.00373846155  0.00435039256  0.019901618  181.289093  181.262266  2  4.680586283180055  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  916.2776  916.2776  1.5  0  64935.00373846156  0.00435044066  0.931634872  158.38929  158.339887  2  0.11046231854323454  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  916.2776  916.2776  1.5  0  83400.69604615387  0.00435049574  2.88380354  134.929942  134.847183  2  0.03857811327507805  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  916.2776  916.2776  1.5  0  104174.08066153848  0.00435055785  4.82527242  111.799561  111.669527  2  0.024372739528655086  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  916.2776  916.2776  1.5  0  127255.1575846154  0.00435062704  6.64787307  89.8755827  89.6806982  2  0.01820470116839141  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  916.2776  916.2776  1.5  0  152643.92681538465  0.00435070336  8.34503947  69.9814767  69.6998631  2  0.014373534932840517  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  916.2776  916.2776  1.5  0  180340.38835384618  0.00435078688  9.93101668  52.8393978  52.4439575  2  0.01127136735209165  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  916.2776  916.2776  1.5  0  210344.54220000003  0.00435087767  11.4228795  39.0189425  38.475782  2  0.00820181319156788  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  916.2776  916.2776  1.5  0  242656.3883538462  0.00435097579  12.8360331  28.883987  28.1488913  2  0.004898362259475882  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  916.2776  916.2776  1.5  0  277275.92681538465  0.00435108133  14.1833422  22.5474793  21.5543004  2  0.0017358389050808778  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  916.2776  916.2776  1.5  0  314203.15758461546  0.00435119437  15.4752767  19.9836487  18.5163174  2  8.772635529081857e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_916.2776_mC_916.2776_tb_1.5_cba_0_m122_314203.15758461546
125.09  966.2776  966.2776  1.5  0  7221.926815384616  0.0043502685  0.00679846741  294.599396  294.645679  2  4.738319185415727  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  966.2776  966.2776  1.5  0  14149.157584615386  0.00435028694  0.0092085955  281.028282  281.072668  2  4.586815122894809  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  966.2776  966.2776  1.5  0  23384.08066153846  0.00435031153  0.011739868  263.63181  263.672203  2  4.386338046953742  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  966.2776  966.2776  1.5  0  34926.696046153855  0.00435034231  0.0146252082  242.981364  243.014407  2  4.115737059090457  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  966.2776  966.2776  1.5  0  48777.00373846155  0.00435037929  0.019901618  219.76042  219.781171  2  3.4332359893377475  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  966.2776  966.2776  1.5  0  64935.00373846156  0.0043504225  0.931634872  194.744094  194.745697  2  0.08138162762726416  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  966.2776  966.2776  1.5  0  83400.69604615387  0.00435047198  2.88380354  168.774621  168.747959  2  0.02861100235994379  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  966.2776  966.2776  1.5  0  104174.08066153848  0.00435052775  4.82527242  142.732748  142.666081  2  0.01826349210491477  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  966.2776  966.2776  1.5  0  127255.1575846154  0.00435058987  6.64787307  117.505088  117.383651  2  0.013872218194921416  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  966.2776  966.2776  1.5  0  152643.92681538465  0.00435065837  8.34503947  93.947439  93.7529749  2  0.011270487677232677  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  966.2776  966.2776  1.5  0  180340.38835384618  0.00435073331  9.93101668  72.8441704  72.5543377  2  0.009306617294965578  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  966.2776  966.2776  1.5  0  210344.54220000003  0.00435081473  11.4228795  54.8638552  54.4513623  2  0.007483711466348441  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  966.2776  966.2776  1.5  0  242656.3883538462  0.00435090271  12.8360331  40.511718  39.9427956  2  0.005517353550427635  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  966.2776  966.2776  1.5  0  277275.92681538465  0.0043509973  14.1833422  30.0808796  29.3117968  2  0.0033096987864959116  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  966.2776  966.2776  1.5  0  314203.15758461546  0.00435109857  15.4752767  23.6123095  22.57777  2  0.0011711465398318466  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_314203.15758461546
875.09  966.2776  966.2776  1.5  0  353438.0806615385  0.0043512066  16.7202995  21.0138199  19.498237  2  5.904753028810729e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_875.09_mA_966.2776_mC_966.2776_tb_1.5_cba_0_m122_353438.0806615385
125.09  1016.2776  1016.2776  1.5  0  7221.926815384616  0.00435026784  0.00679846741  342.797794  342.88863  2  3.4881759901655336  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  1016.2776  1016.2776  1.5  0  14149.157584615386  0.0043502845  0.0092085955  328.453253  328.542463  2  3.379048667021884  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  1016.2776  1016.2776  1.5  0  23384.08066153846  0.00435030673  0.011739868  309.993129  310.078916  2  3.234774721035379  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  1016.2776  1016.2776  1.5  0  34926.696046153855  0.00435033454  0.0146252082  287.964347  288.043837  2  3.039826595708325  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  1016.2776  1016.2776  1.5  0  48777.00373846155  0.00435036795  0.019901618  263.024122  263.093086  2  2.5412407010303246  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  1016.2776  1016.2776  1.5  0  64935.00373846156  0.00435040698  0.931634872  235.922373  235.974949  2  0.06042575985905616  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  1016.2776  1016.2776  1.5  0  83400.69604615387  0.00435045167  2.88380354  207.480637  207.50904  2  0.02134083543276765  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  1016.2776  1016.2776  1.5  0  104174.08066153848  0.00435050203  4.82527242  178.567473  178.561692  2  0.01371649717521494  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  1016.2776  1016.2776  1.5  0  127255.1575846154  0.00435055811  6.64787307  150.070367  150.017848  2  0.010530318905241719  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  1016.2776  1016.2776  1.5  0  152643.92681538465  0.00435061994  8.34503947  122.864165  122.74945  2  0.00870466669330792  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  1016.2776  1016.2776  1.5  0  180340.38835384618  0.00435068755  9.93101668  97.7760546  97.5803545  2  0.007402693732728931  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  1016.2776  1016.2776  1.5  0  210344.54220000003  0.00435076101  11.4228795  75.5471733  75.2478225  2  0.006277075595275331  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  1016.2776  1016.2776  1.5  0  242656.3883538462  0.00435084034  12.8360331  56.7910568  56.3606854  2  0.005125308810338565  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  1016.2776  1016.2776  1.5  0  277275.92681538465  0.00435092562  14.1833422  41.9494667  41.3545136  2  0.00380683353984922  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  1016.2776  1016.2776  1.5  0  314203.15758461546  0.00435101688  15.4752767  31.2476021  30.4448647  2  0.002286326333384094  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_314203.15758461546
875.09  1016.2776  1016.2776  1.5  0  353438.0806615385  0.0043511142  16.7202995  24.6586356  23.5836672  2  0.0008065057925990503  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_875.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_353438.0806615385
925.09  1016.2776  1016.2776  1.5  0  394980.6960461539  0.00435121763  17.9252591  22.0286919  20.4664082  2  4.053322636279681e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_925.09_mA_1016.2776_mC_1016.2776_tb_1.5_cba_0_m122_394980.6960461539
125.09  1066.2776  1066.2776  1.5  0  7221.926815384616  0.00435026726  0.00679846741  395.986693  396.123259  2  2.593929951742589  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  1066.2776  1066.2776  1.5  0  14149.157584615386  0.0043502824  0.0092085955  380.871959  381.00712  2  2.514161003137413  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  1066.2776  1066.2776  1.5  0  23384.08066153846  0.00435030258  0.011739868  361.355331  361.487536  2  2.4087594482514088  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  1066.2776  1066.2776  1.5  0  34926.696046153855  0.00435032783  0.0146252082  337.961098  338.087866  2  2.266186097287918  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  1066.2776  1066.2776  1.5  0  48777.00373846155  0.00435035817  0.019901618  311.321715  311.439399  2  1.8975384946755298  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  1066.2776  1066.2776  1.5  0  64935.00373846156  0.00435039361  0.931634872  282.16258  282.266125  2  0.04522207213989268  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  1066.2776  1066.2776  1.5  0  83400.69604615387  0.00435043417  2.88380354  251.283771  251.366471  2  0.01602303048268909  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  1066.2776  1066.2776  1.5  0  104174.08066153848  0.00435047987  4.82527242  219.538742  219.591986  2  0.010347283745290408  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  1066.2776  1066.2776  1.5  0  127255.1575846154  0.00435053075  6.64787307  187.809991  187.822997  2  0.008000195834546591  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  1066.2776  1066.2776  1.5  0  152643.92681538465  0.00435058684  8.34503947  156.981695  156.941223  2  0.006686351818505239  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  1066.2776  1066.2776  1.5  0  180340.38835384618  0.00435064817  9.93101668  127.909345  127.799373  2  0.005788447137712705  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  1066.2776  1066.2776  1.5  0  210344.54220000003  0.00435071477  11.4228795  101.386402  101.187737  2  0.005059112394431019  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  1066.2776  1066.2776  1.5  0  242656.3883538462  0.00435078669  12.8360331  78.1080567  77.7978198  2  0.004361707851651726  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  1066.2776  1066.2776  1.5  0  277275.92681538465  0.00435086396  14.1833422  58.6322949  58.1831291  2  0.003595405463613778  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  1066.2776  1066.2776  1.5  0  314203.15758461546  0.00435094665  15.4752767  43.3388201  42.7174352  2  0.002681084214090726  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_314203.15758461546
875.09  1066.2776  1066.2776  1.5  0  353438.0806615385  0.00435103478  16.7202995  32.3878375  31.5515865  2  0.0016088931841120608  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_875.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_353438.0806615385
925.09  1066.2776  1066.2776  1.5  0  394980.6960461539  0.00435112842  17.9252591  25.6886732  24.5739479  2  0.0005652203187637138  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_925.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_394980.6960461539
975.09  1066.2776  1066.2776  1.5  0  438831.0037384616  0.00435122763  19.095725  23.0300567  21.4222839  2  2.8303445702178526e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_975.09_mA_1066.2776_mC_1066.2776_tb_1.5_cba_0_m122_438831.0037384616
125.09  1116.2776  1116.2776  1.5  0  7221.926815384616  0.00435026677  0.00679846741  454.413459  454.596707  2  1.947036593122082  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  1116.2776  1116.2776  1.5  0  14149.157584615386  0.00435028057  0.0092085955  438.531331  438.713357  2  1.8879727026981379  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  1116.2776  1116.2776  1.5  0  23384.08066153846  0.00435029898  0.011739868  417.964428  418.143883  2  1.8099558685530435  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  1116.2776  1116.2776  1.5  0  34926.696046153855  0.00435032202  0.0146252082  393.21605  393.390779  2  1.7043206445737948  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  1116.2776  1116.2776  1.5  0  48777.00373846155  0.00435034968  0.019901618  364.895356  365.062188  2  1.4288070597162803  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  1116.2776  1116.2776  1.5  0  64935.00373846156  0.004350382  0.931634872  333.704087  333.858633  2  0.03410855253791706  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  1116.2776  1116.2776  1.5  0  83400.69604615387  0.00435041898  2.88380354  300.420652  300.557091  2  0.012113730590155624  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  1116.2776  1116.2776  1.5  0  104174.08066153848  0.00435046065  4.82527242  265.881552  265.992417  2  0.007848938739844958  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  1116.2776  1116.2776  1.5  0  127255.1575846154  0.00435050703  6.64787307  230.960167  231.036122  2  0.00609814771975616  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_127255.1575846154
